company,cc,vertical,index,raw_sector,market_cap_usd,revenue_usd,employees,ticker
Aker BP,NO,,OBX,Energy,19895327103,11006542056,3056,AKRBP.OL
BW LPG,NO,,OBX,Shipping,2908411215,3239252336,1444,BWLPG.OL
DNB Bank,NO,,OBX,Banks,40329906542,8195327103,11649,DNB.OL
Equinor,NO,,OBX,Energy,88371028037,105607476636,24140,EQNR.OL
Frontline,NO,,OBX,Shipping,7582242991,2049532710,85,FRO.OL
Gjensidige Forsikring,NO,,OBX,Insurance,13167289720,4445794393,4150,GJF.OL
Golden Ocean Group,NO,,OBX,Shipping,1514018692,849532710,44,GOGL.OL
Hafnia,NO,,OBX,Shipping,3379439252,2189719626,4000,HAFNI.OL
Höegh Autoliners,NO,,OBX,Shipping,2906542056,1325233645,1660,HAUTO.OL
Kongsberg Gruppen,NO,,OBX,Industrials,23197196262,3339252336,7586,KOG.OL
Mowi,NO,,OBX,Aquaculture,9821495327,6202803738,13324,MOWI.OL
MPC Container Ships,NO,,OBX,Shipping,1111214953,463551402,40,MPCC.OL
Nordic Semiconductor,NO,,OBX,Semiconductors,3104672897,642056075,1433,NOD.OL
Norsk Hydro,NO,,OBX,Materials,15747663551,19125233645,33400,NHY.OL
Norwegian Air Shuttle,NO,,OBX,Airlines,1228037383,3559813084,8992,NAS.OL
Orkla,NO,,OBX,Food Products,9632710280,6707476636,18616,ORK.OL
SalMar,NO,,OBX,Aquaculture,6368224299,2675700935,3574,SALM.OL
Storebrand,NO,,OBX,Insurance,7841121495,10120560748,2490,STB.OL
Subsea 7,NO,,OBX,Energy Services,9288785047,6686915888,13821,SUBC.OL
Telenor,NO,,OBX,Telecom,17005607477,7039252336,9819,TEL.OL
TGS,NO,,OBX,Energy Services,2681308411,1256074766,1640,TGS.OL
Tomra Systems,NO,,OBX,Industrials,2835514019,1508411215,5800,TOM.OL
Vår Energi,NO,,OBX,Energy,11373831776,9875700935,1433,VAR.OL
Wallenius Wilhelmsen,NO,,OBX,Shipping,5583177570,4729906542,12000,WAWI.OL
Yara International,NO,,OBX,Chemicals,10598130841,15313084112,15702,YAR.OL
PKO Bank Polski,PL,,WIG20,Banks,33912500000,7292500000,26326,PKO
PKN Orlen,PL,,WIG20,Energy,44080000000,67487500000,66563,PKN
Bank Pekao,PL,,WIG20,Banks,15485000000,4012500000,14783,PEO
KGHM Polska Miedź,PL,,WIG20,Mining,15725000000,9822500000,34477,KGH
PZU,PL,,WIG20,Insurance,15322500000,15642500000,43728,PZU
LPP,PL,,WIG20,Retail,9422500000,5907500000,63000,LPP
Santander Bank Polska,PL,,WIG20,Banks,16922500000,3862500000,10144,SPL
Allegro,PL,,WIG20,E-commerce,11032500000,2962500000,5754,ALE
CD Projekt,PL,,WIG20,Software & Gaming,5815000000,219502500,808,CDR
Dino Polska,PL,,WIG20,Retail,7417500000,8680000000,56715,DNP
mBank,PL,,WIG20,Banks,14460000000,3030000000,7851,MBK
Żabka Group,PL,,WIG20,Retail,8357500000,7012500000,4257,ZAB
Alior Bank,PL,,WIG20,Banks,4455000000,1432500000,6740,ALR
Grupa Kęty,PL,,WIG20,Industrials,3287500000,1377500000,6000,KTY
Tauron,PL,,WIG20,Utilities,4180000000,8557500000,19267,TPE
PGE,PL,,WIG20,Utilities,5722500000,15430000000,40148,PGE
Budimex,PL,,WIG20,Construction,4785000000,2322500000,5513,BDX
Kruk,PL,,WIG20,Financial Services,2047500000,652500000,3605,KRU
Pepco Group,PL,,WIG20,Retail,6032500000,4982500000,31582,PCO
Grupa Modivo,PL,,WIG20,Retail,,,,
Altri,PT,,PSI20,Forestry & Paper,1036850632,691986176,835,ALTR
Banco Comercial Português,PT,,PSI20,Banks,16978075386,3985311589,15712,BCP
Corticeira Amorim,PT,,PSI20,Industrials,945177665,909947079,4341,COR
CTT Correios de Portugal,PT,,PSI20,Logistics,886164813,1468841128,11803,CTT
EDP Renováveis,PT,,PSI20,Utilities,16060049681,2376066530,2615,EDPR
Energias de Portugal,PT,,PSI20,Utilities,20585376391,16816070850,11865,EDP
Galp Energia,PT,,PSI20,Energy,15962846960,21319796954,7095,GALP
Ibersol,PT,,PSI20,Travel & Leisure,398855168,577826979,7584,IBS
Jerónimo Martins,PT,,PSI20,Retail,11577924182,39442704396,147709,JMT
Mota-Engil,PT,,PSI20,Construction,1566043849,5724160276,21034,EGL
NOS,PT,,PSI20,Telecom,2721676207,2008856248,3085,NOS
Novabase,PT,,PSI20,Technology,311966735,134431364,1232,NBA
Pharol,PT,,PSI20,Telecom,79879037,,11,PHR
Redes Energéticas Nacionais,PT,,PSI20,Utilities,2646074090,1144832055,787,RENE
Semapa,PT,,PSI20,Forestry & Paper,1792850200,2203261691,8271,SEM
Sonae,PT,,PSI20,Retail,4298520359,12593152608,44833,SON
Sonae Capital,PT,,PSI20,Financial Services,,,,
The Navigator Company,PT,,PSI20,Forestry & Paper,2462468949,2019656550,3893,NVG
Aeroflot,RU,,MOEX,Aviation,,6800000000,33500,AFLT
Alrosa,RU,,MOEX,Diamonds/Mining,,2810000000,32475,ALRS
Bank Saint Petersburg,RU,,MOEX,Banking,,356700000,,BSPB
Credit Bank of Moscow,RU,,MOEX,Banking,,699000000,,CBOM
Detsky Mir,RU,,MOEX,Retail,,2230000000,,DSKY
En+ Group,RU,,MOEX,Energy,,10360000000,90000,ENPG
FGC UES,RU,,MOEX,Utilities,,,,
Gazprom,RU,,MOEX,Oil & Gas,,117000000000,466000,GAZP
Inter RAO,RU,,MOEX,Energy,,21000000000,15879,IRAO
Lenta,RU,,MOEX,Retail,,6570000000,35100,LNTA
Lukoil,RU,,MOEX,Oil & Gas,,45000000000,101000,LKOH
Magnit,RU,,MOEX,Retail,,41900000000,300000,MGNT
Mechel,RU,,MOEX,Mining/Steel,,3430000000,80000,MTLR
MMK,RU,,MOEX,Steel,,7280000000,,MAGN
Moscow Exchange,RU,,MOEX,Financial Services,,,,MOEX
Mosenergo,RU,,MOEX,Utilities,,2510000000,16725,MSNG
MTS,RU,,MOEX,Telecommunications,,,60000,MTSS
Norilsk Nickel,RU,,MOEX,Mining,,13800000000,73700,GMKN
NLMK,RU,,MOEX,Steel,,9233333333,60200,NLMK
Novatek,RU,,MOEX,Oil & Gas,,17300000000,5997,NVTK
Ozon,RU,,MOEX,E-commerce,,9020000000,49889,OZON
PhosAgro,RU,,MOEX,Chemicals,,5710000000,5001,PHOR
PIK Group,RU,,MOEX,Real Estate,,5270000000,13000,PIKK
Polyus,RU,,MOEX,Gold Mining,,8720000000,,PLZL
Rosneft,RU,,MOEX,Oil & Gas,,93570000000,334600,ROSN
Rostelecom,RU,,MOEX,Telecommunications,,10400000000,136700,RTKM
Rusagro,RU,,MOEX,Agriculture,,4730000000,,RAGR
Rusal,RU,,MOEX,Aluminum,,14800000000,64000,RUAL
RusHydro,RU,,MOEX,Energy,,5510000000,69665,HYDR
Sberbank,RU,,MOEX,Banking,,40000000000,281000,SBER
Severstal,RU,,MOEX,Steel,,7922222222,50000,CHMF
Sistema,RU,,MOEX,Diversified,,12300000000,70000,AFKS
Sovcombank,RU,,MOEX,Banking,,,,SVCB
Sovcomflot,RU,,MOEX,Shipping,,1440000000,7700,FLOT
Surgutneftegas,RU,,MOEX,Oil & Gas,,20100000000,92935,SNGS
Tatneft,RU,,MOEX,Oil & Gas,,21700000000,60000,TATN
T-Bank,RU,,MOEX,Banking,,3589866667,4600,
Transneft,RU,,MOEX,Oil Transportation,,16003122222,122800,TRNFP
Unipro,RU,,MOEX,Utilities,,1600000000,4300,UPRO
VTB Bank,RU,,MOEX,Banking,,13175555556,,VTBR
X5 Group,RU,,MOEX,Retail,,36900000000,,FIVE
Yandex,RU,,MOEX,Technology,,20000000000,36991,
Saudi Aramco,SA,,TADAWUL,Energy,1729000000000,480446000000,75000,2222.SR
Al Rajhi Bank,SA,,TADAWUL,Banks,102800000000,10400000000,24712,1120.SR
Saudi National Bank,SA,,TADAWUL,Banks,63149333333,10520000000,15338,1180.SR
Ma'aden,SA,,TADAWUL,Mining,60608000000,10360000000,6978,1211.SR
Saudi Telecom Company,SA,,TADAWUL,Telecom,57776000000,20946666667,,7010.SR
SABIC,SA,,TADAWUL,Chemicals,42320000000,30242666667,35000,2010.SR
ACWA Power,SA,,TADAWUL,Utilities,38514666667,1992000000,3538,2082.SR
Riyad Bank,SA,,TADAWUL,Banks,22477333333,4621333333,5583,1010.SR
Dr. Sulaiman Al Habib Medical Services,SA,,TADAWUL,Healthcare,20133333333,3728000000,10475,4013.SR
Saudi Electricity,SA,,TADAWUL,Utilities,19789333333,27746666667,33957,5110.SR
Alinma Bank,SA,,TADAWUL,Banks,18976000000,2962666667,4216,1150.SR
Saudi British Bank,SA,,TADAWUL,Banks,18104000000,3720000000,4473,1060.SR
Saudi Arabian Fertilizer Company,SA,,TADAWUL,Chemicals,15893333333,3434666667,969,2020.SR
Elm Company,SA,,TADAWUL,Technology,14296000000,2682666667,1498,7203.SR
Banque Saudi Fransi,SA,,TADAWUL,Banks,13442666667,2573333333,3146,1050.SR
Etihad Etisalat (Mobily),SA,,TADAWUL,Telecom,13058666667,5376000000,3000,7020.SR
Almarai,SA,,TADAWUL,Food,12288000000,6144000000,46997,2280.SR
Kingdom Holding,SA,,TADAWUL,Investment,11938666667,672000000,,4280.SR
Arab National Bank,SA,,TADAWUL,Banks,11653333333,2490666667,4404,1080.SR
Bank Albilad,SA,,TADAWUL,Banks,9909333333,1616000000,3665,1140.SR
Petro Rabigh,SA,,TADAWUL,Energy,8800000000,10304000000,2944,2380.SR
Umm Al Qura for Development and Construction,SA,,TADAWUL,Real Estate,6733333333,661333333,146,4325.SR
Bupa Arabia,SA,,TADAWUL,Insurance,6488000000,5592000000,52000,8210.SR
Arabian Internet and Communications Services,SA,,TADAWUL,Technology,6480000000,3442666667,1494,7202.SR
Luberef,SA,,TADAWUL,Energy,6002666667,2168000000,588,2223.SR
Dar Al Arkan Real Estate Development,SA,,TADAWUL,Real Estate,5717333333,1101333333,391,4300.SR
The Company for Cooperative Insurance (Tawuniya),SA,,TADAWUL,Insurance,5538666667,5349333333,253,8010.SR
Jarir Marketing,SA,,TADAWUL,Retail,5370666667,3133333333,,4190.SR
ADES Holding,SA,,TADAWUL,Energy,5261333333,2029333333,5000,2382.SR
Jabal Omar Development,SA,,TADAWUL,Real Estate,4986666667,562666667,,4250.SR
Yanbu National Petrochemical (Yansab),SA,,TADAWUL,Chemicals,4885333333,1442666667,,2290.SR
Saudi Investment Bank,SA,,TADAWUL,Banks,4610666667,1242666667,1490,1030.SR
Makkah Construction & Development,SA,,TADAWUL,Construction,4536000000,290666667,,4100.SR
National Shipping Company (Bahri),SA,,TADAWUL,Shipping,8018666667,3504000000,583,4030.SR
Riyadh Cables Group,SA,,TADAWUL,Industrials,4392000000,2920000000,449,4142.SR
Bank AlJazira,SA,,TADAWUL,Banks,4157333333,1122666667,2770,1020.SR
Electrical Industries Company,SA,,TADAWUL,Manufacturing,4400000000,653333333,1529,1303.SR
Saudi Tadawul Group Holding,SA,,TADAWUL,Financials,3973333333,328000000,,1111.SR
SAL Saudi Logistics Services,SA,,TADAWUL,Logistics,3512000000,472000000,933,4263.SR
Mouwasat Medical Services,SA,,TADAWUL,Healthcare,3200000000,877333333,2389,4002.SR
ABB,SE,,OMXS30,Industrials,165714285714,33000952381,112700,ABB.ST
Addtech,SE,,OMXS30,Industrials,8797142857,2194285714,4962,ADDT-B.ST
Alfa Laval,SE,,OMXS30,Industrials,22524761905,6707619048,24399,ALFA.ST
Assa Abloy,SE,,OMXS30,Industrials,36401904762,14424761905,63939,ASSA-B.ST
AstraZeneca,SE,,OMXS30,Healthcare,242857142857,54779047619,96100,AZN.ST
Atlas Copco,SE,,OMXS30,Industrials,89605714286,16182857143,56473,ATCO-A.ST
Boliden,SE,,OMXS30,Mining,13421904762,9872380952,7500,BOL.ST
Epiroc,SE,,OMXS30,Industrials,26747619048,5941904762,19086,EPI-A.ST
EQT,SE,,OMXS30,Financials,34652380952,3131428571,1912,EQT.ST
Ericsson,SE,,OMXS30,Telecom Equipment,29238095238,21671428571,86536,ERIC-B.ST
Essity,SE,,OMXS30,Consumer Staples,18110476190,13101904762,36000,ESSITY-B.ST
Evolution,SE,,OMXS30,Gaming,12580000000,2163809524,16714,EVO.ST
Handelsbanken,SE,,OMXS30,Banks,27209523810,5363809524,11670,SHB-A.ST
Hennes & Mauritz,SE,,OMXS30,Retail,24873333333,21016190476,132403,HM-B.ST
Hexagon,SE,,OMXS30,Technology,20432380952,5671428571,16118,HEXA-B.ST
Industrivärden,SE,,OMXS30,Investment,21776190476,6028571429,15,INDU-C.ST
Investor,SE,,OMXS30,Investment,116190476190,31240000000,21005,INVE-B.ST
Lifco,SE,,OMXS30,Industrials,13635238095,2786666667,8140,LIFCO-B.ST
Nibe Industrier,SE,,OMXS30,Industrials,7103809524,3887619048,20500,NIBE-B.ST
Nordea Bank,SE,,OMXS30,Banks,39744000000,12682440000,29153,NDA-SE.ST
Saab,SE,,OMXS30,Defense,30102857143,8399047619,28667,SAAB-B.ST
Sandvik,SE,,OMXS30,Industrials,41083809524,12297142857,41962,SAND.ST
Svenska Cellulosa (SCA),SE,,OMXS30,Materials,7069523810,2179047619,3500,SCA-B.ST
SEB,SE,,OMXS30,Banks,40428571429,7099047619,18400,SEB-A.ST
Skanska,SE,,OMXS30,Construction,10399047619,16584761905,26043,SKA-B.ST
SKF,SE,,OMXS30,Industrials,11051428571,8525714286,36927,SKF-B.ST
Swedbank,SE,,OMXS30,Banks,39576190476,6589523810,17346,SWED-A.ST
Tele2,SE,,OMXS30,Telecom,10627619048,2868571429,4097,TEL2-B.ST
Telia Company,SE,,OMXS30,Telecom,16840952381,7793333333,14552,TELIA.ST
Volvo,SE,,OMXS30,Automotive,67402857143,44907619048,89299,VOLV-B.ST
CapitaLand Ascendas REIT,SG,,STI,Real Estate,9395522388,1156716418,67,A17U.SI
CapitaLand Integrated Commercial Trust,SG,,STI,Real Estate,13582089552,1208955224,646,C38U.SI
CapitaLand Investment,SG,,STI,Real Estate,9276119403,1589552239,10000,9CI.SI
City Developments,SG,,STI,Real Estate,5171641791,2679104478,9546,C09.SI
DBS Group Holdings,SG,,STI,Banks,155843283582,16634328358,40187,D05.SI
DFI Retail Group,SG,,STI,Retail,4679104478,8514925373,79000,D01.SI
Frasers Centrepoint Trust,SG,,STI,Real Estate,3440298507,337962687,,J69U.SI
Frasers Logistics & Commercial Trust,SG,,STI,Real Estate,2768656716,351858209,,BUOU.SI
Genting Singapore,SG,,STI,Gaming,5679104478,1828358209,13000,G13.SI
Hongkong Land Holdings,SG,,STI,Real Estate,21380000000,1860000000,2552,H78.SI
Jardine Matheson Holdings,SG,,STI,Conglomerate,18500000000,44010000000,443000,J36.SI
Keppel Corporation,SG,,STI,Industrials,15350746269,4462686567,4964,BN4.SI
Keppel DC REIT,SG,,STI,Real Estate,4201492537,329373134,,AJBU.SI
Mapletree Industrial Trust,SG,,STI,Real Estate,4111940299,502231343,186,ME8U.SI
Mapletree Logistics Trust,SG,,STI,Real Estate,4582089552,528559701,,M44U.SI
Mapletree Pan Asia Commercial Trust,SG,,STI,Real Estate,5320895522,655171642,447,N2IU.SI
OCBC Bank,SG,,STI,Banks,96835820896,10410447761,33311,O39.SI
SATS,SG,,STI,Logistics,5305970149,4738805970,57000,S58.SI
Seatrium,SG,,STI,Shipbuilding,5313432836,8559701493,24000,5E2.SI
Sembcorp Industries,SG,,STI,Utilities,7029850746,4328358209,4629,U96.SI
Singapore Airlines,SG,,STI,Airlines,17798507463,15313432836,22819,C6L.SI
Singapore Exchange,SG,,STI,Financials,18902985075,1022388060,1167,S68.SI
Singtel,SG,,STI,Telecom,54335820896,10641791045,23175,Z74.SI
Singapore Technologies Engineering,SG,,STI,Industrials,24462686567,9216417910,27000,S63.SI
Thai Beverage,SG,,STI,Beverages,8529850746,9701000000,,Y92.SI
United Overseas Bank,SG,,STI,Banks,53029850746,8783582090,31222,U11.SI
UOL Group,SG,,STI,Real Estate,6149253731,2410447761,1900,U14.SI
Venture Corporation,SG,,STI,Electronics,3544776119,1888059701,9907,V03.SI
Wilmar International,SG,,STI,Agribusiness,18171641791,70420000000,100000,F34.SI
Yangzijiang Shipbuilding,SG,,STI,Shipbuilding,11835820896,3958000000,7306,BS6.SI
Anadolu Efes,TR,,BIST30,Beverages,4092812500,7757500000,15885,AEFES
Akbank,TR,,BIST30,Banks,10814375000,6551562500,13146,AKBNK
Aselsan,TR,,BIST30,Defense,52812500000,5779062500,16243,ASELS
BİM,TR,,BIST30,Retail,14813125000,23144062500,101663,BIMAS
Emlak Konut GYO,TR,,BIST30,Real Estate,2330937500,2847812500,1428,EKGYO
Enka İnşaat,TR,,BIST30,Construction,16681250000,4890937500,25929,ENKAI
Ereğli Demir Çelik,TR,,BIST30,Steel,9240000000,6720312500,12833,EREGL
Ford Otosan,TR,,BIST30,Automotive,8931875000,25397187500,24962,FROTO
Garanti BBVA,TR,,BIST30,Banks,16524375000,11339062500,23376,GARAN
Gübretaş,TR,,BIST30,Chemicals,4461875000,1772500000,1931,GUBRF
Türkiye İş Bankası,TR,,BIST30,Banks,11690937500,12488125000,20630,ISCTR
Koç Holding,TR,,BIST30,Conglomerate,16190000000,87187500000,122623,KCHOL
Türkiye Altın İşletmeleri,TR,,BIST30,Mining,,,,
Kardemir,TR,,BIST30,Steel,1501875000,1979062500,4458,KRDMD
Migros,TR,,BIST30,Retail,3615312500,13104687500,62453,MGROS
Petkim,TR,,BIST30,Petrochemicals,1759687500,2904375000,2363,PETKM
Sabancı Holding,TR,,BIST30,Conglomerate,5848125000,8134375000,60769,SAHOL
SASA Polyester,TR,,BIST30,Chemicals,3614687500,1794062500,3608,SASA
Şişecam,TR,,BIST30,Glass & Materials,4181250000,6953437500,22318,SISE
TAV Havalimanları,TR,,BIST30,Transport Infrastructure,3124687500,2691562500,21828,TAVHL
Turkcell,TR,,BIST30,Telecom,7549687500,7721250000,16649,TCELL
Türk Hava Yolları,TR,,BIST30,Airlines,13842500000,35000000000,66917,THYAO
Tofaş,TR,,BIST30,Automotive,4648437500,12431875000,4600,TOASO
Türk Telekom,TR,,BIST30,Telecom,6414687500,7731875000,31076,TTKOM
Tüpraş,TR,,BIST30,Energy,18891562500,27532187500,6374,TUPRS
VakıfBank,TR,,BIST30,Banks,9488437500,7676250000,19073,VAKBN
Yapı Kredi,TR,,BIST30,Banks,8748125000,6564375000,15656,YKBNK
Pegasus Airlines,TR,,BIST30,Airlines,2546875000,5103125000,9774,PGSUS
Astor Enerji,TR,,BIST30,Industrials,9356250000,1136250000,2585,ASTOR
Destek Finans Faktoring,TR,,BIST30,Financial Services,,,,
Taiwan Semiconductor Manufacturing,TW,,TWSE50,Semiconductors,1949062500000,138750000000,76907,2330
MediaTek,TW,,TWSE50,Semiconductors,193125000000,18493750000,17449,2454
Delta Electronics,TW,,TWSE50,Electronics,151250000000,18603750000,85684,2308
Hon Hai Precision,TW,,TWSE50,Electronics,112812500000,268125000000,826608,2317
ASE Technology Holding,TW,,TWSE50,Semiconductors,89062500000,20965625000,107950,3711
United Microelectronics,TW,,TWSE50,Semiconductors,54375000000,7522812500,19577,2303
Elite Material,TW,,TWSE50,Electronics,57187500000,3301562500,572,2383
Unimicron Technology,TW,,TWSE50,Electronics,45937500000,4331250000,31483,3037
CTBC Financial Holding,TW,,TWSE50,Banks,39062500000,18227812500,26419,2891
Accton Technology,TW,,TWSE50,Networking,40625000000,8615312500,759,2345
Yageo,TW,,TWSE50,Electronics,45312500000,4374687500,39000,2327
Fubon Financial Holding,TW,,TWSE50,Financials,56250000000,32812500000,42363,2881
Nan Ya Plastics,TW,,TWSE50,Plastics,48750000000,8217500000,32271,1303
Cathay Financial Holding,TW,,TWSE50,Financials,44375000000,37187500000,51797,2882
Quanta Computer,TW,,TWSE50,Electronics,40625000000,76562500000,54279,2382
Taishin Financial Holding,TW,,TWSE50,Banks,27155625000,4052187500,19298,2887
Chroma ATE,TW,,TWSE50,Electronics,28134062500,1040937500,1639,2360
Asia Vital Components,TW,,TWSE50,Electronics,29903750000,5166875000,433,3017
Yuanta Financial Holding,TW,,TWSE50,Financials,26370625000,4718437500,15791,2885
Mega Financial Holding,TW,,TWSE50,Banks,22342812500,2465312500,10091,2886
Wiwynn,TW,,TWSE50,Electronics,31875000000,33125000000,415,6669
E.Sun Financial Holding,TW,,TWSE50,Banks,18018750000,2763437500,11049,2884
Chunghwa Telecom,TW,,TWSE50,Telecom,33437500000,7509062500,19912,2412
Winbond Electronics,TW,,TWSE50,Semiconductors,22640625000,3364687500,4899,2344
SinoPac Financial Holdings,TW,,TWSE50,Banks,17646250000,2448750000,15448,2890
ASUSTeK Computer,TW,,TWSE50,Electronics,17826250000,24986875000,,2357
Nanya Technology,TW,,TWSE50,Semiconductors,41250000000,5640937500,1237,2408
Wistron,TW,,TWSE50,Electronics,17243750000,84062500000,8212,3231
KGI Financial Holding,TW,,TWSE50,Financials,16152500000,11476250000,13785,2883
King Slide Works,TW,,TWSE50,Industrials,24196562500,593750000,,2059
Lite-On Technology,TW,,TWSE50,Electronics,15351875000,5408750000,38676,2301
Zhen Ding Technology,TW,,TWSE50,Electronics,16922187500,5724062500,24295,4958
First Financial Holding,TW,,TWSE50,Banks,15345625000,2292500000,10299,2892
Largan Precision,TW,,TWSE50,Optics,17161562500,1940937500,7719,3008
Hua Nan Financial Holdings,TW,,TWSE50,Banks,17939687500,2255625000,11317,2880
Uni-President Enterprises,TW,,TWSE50,Food,13672500000,21206875000,88354,1216
BizLink Holding,TW,,TWSE50,Electronics,13944062500,2374687500,,3665
Hon Precision,TW,,TWSE50,Semiconductors,2519687500,4729375000,,2354
Global Unichip,TW,,TWSE50,Semiconductors,18342812500,1205312500,805,3443
Gold Circuit Electronics,TW,,TWSE50,Electronics,14861250000,2101562500,8831,2368
King Yuan Electronics,TW,,TWSE50,Semiconductors,10928437500,1181562500,4020,2449
Jentech Precision,TW,,TWSE50,Industrials,17011875000,650937500,655,3653
Alchip Technologies,TW,,TWSE50,Semiconductors,8968750000,769687500,,3661
Nan Ya Printed Circuit Board,TW,,TWSE50,Electronics,24836875000,1340312500,,8046
Taiwan Cooperative Financial Holding,TW,,TWSE50,Banks,12544687500,2217812500,9628,5880
Advantech,TW,,TWSE50,Electronics,16171250000,2310000000,2526,2395
Evergreen Marine,TW,,TWSE50,Shipping,13768437500,11112812500,200,2603
Far EasTone Telecommunications,TW,,TWSE50,Telecom,11553750000,3481875000,5941,4904
Taiwan Mobile,TW,,TWSE50,Telecom,10607187500,6261875000,8268,3045
Formosa Petrochemical,TW,,TWSE50,Energy,27744375000,19215000000,6189,6505
3i,UK,,FTSE100,Financial services,32512000000,7086600000,223,III.L
Aberdeen Group,UK,,FTSE100,Financial services,5638800000,1701800000,4435,ABDN.L
Admiral Group,UK,,FTSE100,Insurance,13741400000,6375400000,14805,ADM.L
Airtel Africa,UK,,FTSE100,Telecommunications services,16129000000,6591300000,4512,AAF.L
Alliance Witan,UK,,FTSE100,Investment trusts,6350000000,,,ALW.L
Anglo American,UK,,FTSE100,Mining,48018700000,17500600000,26400,AAL.L
Antofagasta,UK,,FTSE100,Mining,47523400000,8128000000,8457,ANTO.L
Associated British Foods,UK,,FTSE100,Food & tobacco,17881600000,24663400000,138000,ABF.L
AstraZeneca,UK,,FTSE100,Pharmaceuticals & biotechnology,250202700000,58127900000,96100,AZN.L
Auto Trader Group,UK,,FTSE100,Media,4914900000,792861000,1239,AUTO.L
